日期,段,负载电量kWh,光伏电量kWh,净负荷kWh,负载均值kW,光伏均值kW
2025-02-22,16:00-20:00,11381.3063,1756.9776,9624.3287,2845.3266,439.2444
2025-02-22,20:00-24:00,10386.3351,0.0000,10386.3351,2596.5838,0.0000
2025-02-23,0:00-4:00,14493.0820,0.0000,14493.0820,3623.2705,0.0000
2025-02-23,4:00-8:00,18820.8771,2152.0214,16668.8557,4705.2193,538.0053
2025-02-23,8:00-12:00,27289.9409,23021.7587,4268.1822,6822.4852,5755.4397
2025-02-23,12:00-16:00,24971.0896,22340.0840,2631.0056,6242.7724,5585.0210
2025-02-23,16:00-20:00,20423.4764,2096.4232,18327.0532,5105.8691,524.1058
2025-02-23,20:00-24:00,15143.6749,0.0000,15143.6749,3785.9187,0.0000
2025-02-24,0:00-4:00,14369.0699,0.0000,14369.0699,3592.2675,0.0000
2025-02-24,4:00-8:00,18564.7851,2458.5862,16106.1988,4641.1963,614.6466
2025-02-24,8:00-12:00,27146.7560,24699.5869,2447.1692,6786.6890,6174.8967
2025-02-24,12:00-16:00,24897.7852,23452.9346,1444.8506,6224.4463,5863.2337
2025-02-24,16:00-20:00,20348.7003,1814.8472,18533.8531,5087.1751,453.7118
2025-02-24,20:00-24:00,15301.8920,0.0000,15301.8920,3825.4730,0.0000
2025-02-25,0:00-4:00,14533.6567,0.0000,14533.6567,3633.4142,0.0000
2025-02-25,4:00-8:00,18893.5194,2515.2337,16378.2857,4723.3799,628.8084
2025-02-25,8:00-12:00,27146.6337,26377.0007,769.6329,6786.6584,6594.2502
2025-02-25,12:00-16:00,24927.5015,24354.1380,573.3636,6231.8754,6088.5345
2025-02-25,16:00-20:00,20431.8169,2025.6373,18406.1796,5107.9542,506.4093
2025-02-25,20:00-24:00,15160.2046,0.0000,15160.2046,3790.0512,0.0000
2025-02-26,0:00-4:00,14554.1283,0.0000,14554.1283,3638.5321,0.0000
2025-02-26,4:00-8:00,18950.2619,2660.1544,16290.1075,4737.5655,665.0386
2025-02-26,8:00-12:00,27215.8243,25129.0971,2086.7272,6803.9561,6282.2743
2025-02-26,12:00-16:00,24846.8951,22601.3337,2245.5614,6211.7238,5650.3334
2025-02-26,16:00-20:00,20378.5945,1855.3008,18523.2937,5094.6486,463.8252
2025-02-26,20:00-24:00,15115.0299,0.0000,15115.0299,3778.7575,0.0000
2025-02-27,0:00-4:00,14325.6403,0.0000,14325.6403,3581.4101,0.0000
2025-02-27,4:00-8:00,18717.6868,2471.0449,16246.6420,4679.4217,617.7612
2025-02-27,8:00-12:00,27096.5297,24795.5763,2300.9534,6774.1324,6198.8941
2025-02-27,12:00-16:00,25154.1162,24291.7523,862.3639,6288.5291,6072.9381
2025-02-27,16:00-20:00,20428.4916,2084.5311,18343.9605,5107.1229,521.1328
2025-02-27,20:00-24:00,14877.0242,0.0000,14877.0242,3719.2561,0.0000
2025-02-28,0:00-4:00,10613.8272,0.0000,10613.8272,2653.4568,0.0000
2025-02-28,4:00-8:00,12798.9085,2498.0319,10300.8766,3199.7271,624.5080
2025-02-28,8:00-12:00,16052.7854,24619.9749,-8567.1895,4013.1964,6154.9937
2025-02-28,12:00-16:00,14371.7540,22889.3538,-8517.5997,3592.9385,5722.3384
2025-02-28,16:00-20:00,11266.8348,2085.1538,9181.6811,2816.7087,521.2884
2025-02-28,20:00-24:00,10280.9979,0.0000,10280.9979,2570.2495,0.0000
2025-03-01,0:00-4:00,10278.6280,0.0000,10278.6280,2569.6570,0.0000
2025-03-01,4:00-8:00,11381.0841,2279.8546,9101.2295,2845.2710,569.9636
2025-03-01,8:00-12:00,14928.4703,21350.2262,-6421.7558,3732.1176,5337.5566
2025-03-01,12:00-16:00,13885.3904,22953.1163,-9067.7259,3471.3476,5738.2791
2025-03-01,16:00-20:00,11446.3887,2002.1971,9444.1915,2861.5972,500.5493
2025-03-01,20:00-24:00,10324.1986,0.0000,10324.1986,2581.0497,0.0000
2025-03-02,0:00-4:00,14047.0147,0.0000,14047.0147,3511.7537,0.0000
2025-03-02,4:00-8:00,17568.2771,2575.6513,14992.6258,4392.0693,643.9128
2025-03-02,8:00-12:00,25938.8309,21913.3578,4025.4731,6484.7077,5478.3394
2025-03-02,12:00-16:00,24611.9241,19005.1561,5606.7680,6152.9810,4751.2890
2025-03-02,16:00-20:00,20571.9179,2007.9448,18563.9730,5142.9795,501.9862
2025-03-02,20:00-24:00,15122.4525,0.0000,15122.4525,3780.6131,0.0000
2025-03-03,0:00-4:00,14229.0521,0.0000,14229.0521,3557.2630,0.0000
2025-03-03,4:00-8:00,17446.4882,2316.3717,15130.1165,4361.6220,579.0929
2025-03-03,8:00-12:00,25877.4402,20833.0623,5044.3780,6469.3601,5208.2656
2025-03-03,12:00-16:00,24647.5823,20902.8265,3744.7557,6161.8956,5225.7066
2025-03-03,16:00-20:00,20385.5633,1889.3384,18496.2248,5096.3908,472.3346
2025-03-03,20:00-24:00,15372.6195,0.0000,15372.6195,3843.1549,0.0000
2025-03-04,0:00-4:00,14256.9761,0.0000,14256.9761,3564.2440,0.0000
2025-03-04,4:00-8:00,17722.3462,2508.0831,15214.2631,4430.5866,627.0208
2025-03-04,8:00-12:00,25936.2289,21995.0870,3941.1420,6484.0572,5498.7717
2025-03-04,12:00-16:00,24732.6029,22416.7464,2315.8565,6183.1507,5604.1866
2025-03-04,16:00-20:00,20196.5601,2019.6505,18176.9096,5049.1400,504.9126
2025-03-04,20:00-24:00,15294.3106,0.0000,15294.3106,3823.5777,0.0000
2025-03-05,0:00-4:00,14032.1443,0.0000,14032.1443,3508.0361,0.0000
2025-03-05,4:00-8:00,17841.8660,2654.1180,15187.7480,4460.4665,663.5295
2025-03-05,8:00-12:00,25993.4997,24534.2671,1459.2326,6498.3749,6133.5668
2025-03-05,12:00-16:00,24686.1600,22372.4885,2313.6715,6171.5400,5593.1221
2025-03-05,16:00-20:00,20304.9046,2382.0982,17922.8065,5076.2262,595.5245
2025-03-05,20:00-24:00,15214.8692,0.0000,15214.8692,3803.7173,0.0000
2025-03-06,0:00-4:00,14043.9565,0.0000,14043.9565,3510.9891,0.0000
2025-03-06,4:00-8:00,17664.0065,3015.8268,14648.1797,4416.0016,753.9567
2025-03-06,8:00-12:00,25705.2671,24064.2720,1640.9950,6426.3168,6016.0680
2025-03-06,12:00-16:00,24723.0962,22466.9894,2256.1068,6180.7741,5616.7474
2025-03-06,16:00-20:00,20428.6886,2185.8562,18242.8324,5107.1722,546.4640
2025-03-06,20:00-24:00,15108.5836,0.0000,15108.5836,3777.1459,0.0000
2025-03-07,0:00-4:00,10154.8626,0.0000,10154.8626,2538.7157,0.0000
2025-03-07,4:00-8:00,11371.2455,2770.3570,8600.8885,2842.8114,692.5893
2025-03-07,8:00-12:00,14506.0461,24141.6014,-9635.5552,3626.5115,6035.4003
2025-03-07,12:00-16:00,14186.9480,21587.3962,-7400.4481,3546.7370,5396.8490
2025-03-07,16:00-20:00,11209.4630,2258.7213,8950.7416,2802.3657,564.6803
2025-03-07,20:00-24:00,10251.7961,0.0000,10251.7961,2562.9490,0.0000
2025-03-08,0:00-4:00,10371.5956,0.0000,10371.5956,2592.8989,0.0000
2025-03-08,4:00-8:00,11511.0998,2741.1632,8769.9366,2877.7750,685.2908
2025-03-08,8:00-12:00,14712.5578,24442.8362,-9730.2784,3678.1395,6110.7091
2025-03-08,12:00-16:00,14069.1430,23725.2387,-9656.0957,3517.2858,5931.3097
2025-03-08,16:00-20:00,11348.0892,2372.3339,8975.7553,2837.0223,593.0835
2025-03-08,20:00-24:00,10332.2261,0.0000,10332.2261,2583.0565,0.0000
2025-03-09,0:00-4:00,14153.4760,0.0000,14153.4760,3538.3690,0.0000
2025-03-09,4:00-8:00,17483.7607,2927.3149,14556.4458,4370.9402,731.8287
2025-03-09,8:00-12:00,25870.4578,24072.6017,1797.8560,6467.6144,6018.1504
2025-03-09,12:00-16:00,24577.4342,24672.5649,-95.1308,6144.3585,6168.1412
2025-03-09,16:00-20:00,20467.6842,2686.9798,17780.7043,5116.9210,671.7450
2025-03-09,20:00-24:00,15140.1737,0.0000,15140.1737,3785.0434,0.0000
2025-03-10,0:00-4:00,14189.8375,0.0000,14189.8375,3547.4594,0.0000
2025-03-10,4:00-8:00,17564.9506,2898.7115,14666.2391,4391.2376,724.6779
2025-03-10,8:00-12:00,25902.2270,22366.3618,3535.8651,6475.5567,5591.5905
2025-03-10,12:00-16:00,24504.9648,22109.1266,2395.8382,6126.2412,5527.2817
2025-03-10,16:00-20:00,20563.2393,2526.7930,18036.4463,5140.8098,631.6982
2025-03-10,20:00-24:00,15217.8452,0.0000,15217.8452,3804.4613,0.0000
2025-03-11,0:00-4:00,14000.8479,0.0000,14000.8479,3500.2120,0.0000
2025-03-11,4:00-8:00,17629.9655,3090.6581,14539.3074,4407.4914,772.6645
2025-03-11,8:00-12:00,26055.4205,25106.4900,948.9304,6513.8551,6276.6225
2025-03-11,12:00-16:00,24465.5092,23038.8560,1426.6531,6116.3773,5759.7140
2025-03-11,16:00-20:00,20388.1281,2324.6300,18063.4981,5097.0320,581.1575
2025-03-11,20:00-24:00,14959.6818,0.0000,14959.6818,3739.9205,0.0000
2025-03-12,0:00-4:00,14164.3396,0.0000,14164.3396,3541.0849,0.0000
2025-03-12,4:00-8:00,17710.8188,3275.7991,14435.0197,4427.7047,818.9498
2025-03-12,8:00-12:00,25966.1888,25943.7502,22.4386,6491.5472,6485.9376
2025-03-12,12:00-16:00,24462.2779,24119.1795,343.0985,6115.5695,6029.7949
2025-03-12,16:00-20:00,20471.6262,2337.9733,18133.6529,5117.9066,584.4933
2025-03-12,20:00-24:00,15336.9854,0.0000,15336.9854,3834.2463,0.0000
2025-03-13,0:00-4:00,14049.9758,0.0000,14049.9758,3512.4940,0.0000
2025-03-13,4:00-8:00,17701.0425,3406.0704,14294.9721,4425.2606,851.5176
2025-03-13,8:00-12:00,25909.3567,22183.8867,3725.4701,6477.3392,5545.9717
2025-03-13,12:00-16:00,24801.3752,22645.9228,2155.4524,6200.3438,5661.4807
2025-03-13,16:00-20:00,20676.8255,2455.7791,18221.0464,5169.2064,613.9448
2025-03-13,20:00-24:00,15098.7012,0.0000,15098.7012,3774.6753,0.0000
2025-03-14,0:00-4:00,10147.1327,0.0000,10147.1327,2536.7832,0.0000
2025-03-14,4:00-8:00,11530.5194,3235.5005,8295.0189,2882.6298,808.8751
2025-03-14,8:00-12:00,14610.9994,26373.3279,-11762.3284,3652.7499,6593.3320
2025-03-14,12:00-16:00,14305.4697,23833.7922,-9528.3224,3576.3674,5958.4480
2025-03-14,16:00-20:00,11431.1693,2636.8224,8794.3469,2857.7923,659.2056
2025-03-14,20:00-24:00,10083.5783,0.0000,10083.5783,2520.8946,0.0000
2025-03-15,0:00-4:00,10393.1610,0.0000,10393.1610,2598.2903,0.0000
2025-03-15,4:00-8:00,11439.5877,3051.4848,8388.1028,2859.8969,762.8712
2025-03-15,8:00-12:00,14520.1130,22328.7908,-7808.6778,3630.0282,5582.1977
2025-03-15,12:00-16:00,14153.2726,23600.6475,-9447.3750,3538.3181,5900.1619
2025-03-15,16:00-20:00,11438.7223,2819.9335,8618.7889,2859.6806,704.9834
2025-03-15,20:00-24:00,10780.1253,0.0000,10780.1253,2695.0313,0.0000
2025-03-16,0:00-4:00,14232.4889,0.0000,14232.4889,3558.1222,0.0000
2025-03-16,4:00-8:00,17501.0016,2917.5592,14583.4424,4375.2504,729.3898
2025-03-16,8:00-12:00,25901.7550,25977.3639,-75.6089,6475.4388,6494.3410
2025-03-16,12:00-16:00,24841.7231,23149.3494,1692.3737,6210.4308,5787.3374
2025-03-16,16:00-20:00,20344.9920,2587.8965,17757.0955,5086.2480,646.9741
2025-03-16,20:00-24:00,15161.2552,0.0000,15161.2552,3790.3138,0.0000
2025-03-17,0:00-4:00,14091.5907,0.0000,14091.5907,3522.8977,0.0000
2025-03-17,4:00-8:00,17464.9434,3734.1546,13730.7889,4366.2359,933.5386
2025-03-17,8:00-12:00,25918.2274,27655.5555,-1737.3282,6479.5568,6913.8889
2025-03-17,12:00-16:00,24716.7314,25692.9614,-976.2299,6179.1829,6423.2403
2025-03-17,16:00-20:00,20434.0230,2752.8189,17681.2040,5108.5057,688.2047
2025-03-17,20:00-24:00,15068.1059,0.0000,15068.1059,3767.0265,0.0000
2025-03-18,0:00-4:00,13897.8167,0.0000,13897.8167,3474.4542,0.0000
2025-03-18,4:00-8:00,17413.7548,3388.5946,14025.1602,4353.4387,847.1486
2025-03-18,8:00-12:00,25944.4943,24717.5054,1226.9890,6486.1236,6179.3763
2025-03-18,12:00-16:00,24556.7931,25201.3518,-644.5587,6139.1983,6300.3380
2025-03-18,16:00-20:00,20391.6044,2820.0134,17571.5910,5097.9011,705.0034
2025-03-18,20:00-24:00,15048.9602,0.0000,15048.9602,3762.2401,0.0000
2025-03-19,0:00-4:00,14022.1309,0.0000,14022.1309,3505.5327,0.0000
2025-03-19,4:00-8:00,17389.5821,3478.9524,13910.6297,4347.3955,869.7381
2025-03-19,8:00-12:00,25837.9563,25348.7506,489.2057,6459.4891,6337.1876
2025-03-19,12:00-16:00,24651.8105,25951.8129,-1300.0024,6162.9526,6487.9532
2025-03-19,16:00-20:00,20311.4344,3036.5717,17274.8627,5077.8586,759.1429
2025-03-19,20:00-24:00,15068.6438,0.0000,15068.6438,3767.1609,0.0000
2025-03-20,0:00-4:00,14163.8498,0.0000,14163.8498,3540.9625,0.0000
2025-03-20,4:00-8:00,17367.6692,3609.9555,13757.7136,4341.9173,902.4889
2025-03-20,8:00-12:00,25963.4259,24851.9024,1111.5235,6490.8565,6212.9756
2025-03-20,12:00-16:00,24673.3366,24334.1659,339.1707,6168.3341,6083.5415
2025-03-20,16:00-20:00,20510.8710,2643.3960,17867.4750,5127.7178,660.8490
2025-03-20,20:00-24:00,14969.2292,0.0000,14969.2292,3742.3073,0.0000
2025-03-21,0:00-4:00,10414.8358,0.0000,10414.8358,2603.7090,0.0000
2025-03-21,4:00-8:00,11543.5621,3723.3458,7820.2163,2885.8905,930.8365
2025-03-21,8:00-12:00,14657.2193,26999.1338,-12341.9145,3664.3048,6749.7835
2025-03-21,12:00-16:00,14282.1211,26642.6466,-12360.5255,3570.5303,6660.6617
2025-03-21,16:00-20:00,11404.5173,3194.9414,8209.5759,2851.1293,798.7354
2025-03-21,20:00-24:00,10291.2765,0.0000,10291.2765,2572.8191,0.0000
2025-03-22,0:00-4:00,10102.0374,0.0000,10102.0374,2525.5093,0.0000
2025-03-22,4:00-8:00,11541.3212,3707.8629,7833.4582,2885.3303,926.9657
2025-03-22,8:00-12:00,14603.0783,25281.2992,-10678.2208,3650.7696,6320.3248
2025-03-22,12:00-16:00,13977.8099,24059.7141,-10081.9043,3494.4525,6014.9285
2025-03-22,16:00-20:00,11297.6295,3006.8535,8290.7760,2824.4074,751.7134
2025-03-22,20:00-24:00,10415.0532,0.0000,10415.0532,2603.7633,0.0000
2025-03-23,0:00-4:00,14137.7068,0.0000,14137.7068,3534.4267,0.0000
2025-03-23,4:00-8:00,17657.5230,3671.5453,13985.9777,4414.3808,917.8863
2025-03-23,8:00-12:00,25714.1705,25224.1560,490.0145,6428.5426,6306.0390
2025-03-23,12:00-16:00,24493.3635,26607.3474,-2113.9838,6123.3409,6651.8368
2025-03-23,16:00-20:00,20629.9065,3467.2085,17162.6980,5157.4766,866.8021
2025-03-23,20:00-24:00,15107.3069,0.0000,15107.3069,3776.8267,0.0000
2025-03-24,0:00-4:00,13898.8498,0.0000,13898.8498,3474.7125,0.0000
2025-03-24,4:00-8:00,17539.1057,3703.1888,13835.9169,4384.7764,925.7972
2025-03-24,8:00-12:00,25905.3368,26912.6575,-1007.3207,6476.3342,6728.1644
2025-03-24,12:00-16:00,24511.3722,25576.8843,-1065.5121,6127.8430,6394.2211
2025-03-24,16:00-20:00,20388.8259,3233.9429,17154.8830,5097.2065,808.4857
2025-03-24,20:00-24:00,15181.6801,0.0000,15181.6801,3795.4200,0.0000
2025-03-25,0:00-4:00,14106.5804,0.0000,14106.5804,3526.6451,0.0000
2025-03-25,4:00-8:00,17622.4566,3787.6836,13834.7730,4405.6142,946.9209
2025-03-25,8:00-12:00,26040.4758,24304.6903,1735.7854,6510.1189,6076.1726
2025-03-25,12:00-16:00,24467.1833,25841.9175,-1374.7341,6116.7958,6460.4794
2025-03-25,16:00-20:00,20553.2794,3168.7517,17384.5276,5138.3198,792.1879
2025-03-25,20:00-24:00,15263.1923,0.0000,15263.1923,3815.7981,0.0000
2025-03-26,0:00-4:00,13982.9096,0.0000,13982.9096,3495.7274,0.0000
2025-03-26,4:00-8:00,17464.8333,3691.9333,13772.9000,4366.2083,922.9833
2025-03-26,8:00-12:00,26000.9963,28254.0942,-2253.0979,6500.2491,7063.5235
2025-03-26,12:00-16:00,24536.3944,26572.3045,-2035.9101,6134.0986,6643.0761
2025-03-26,16:00-20:00,20541.0433,3593.7409,16947.3024,5135.2608,898.4352
2025-03-26,20:00-24:00,15178.4510,0.0000,15178.4510,3794.6127,0.0000
2025-03-27,0:00-4:00,14170.8522,0.0000,14170.8522,3542.7131,0.0000
2025-03-27,4:00-8:00,17470.8651,3988.0866,13482.7785,4367.7163,997.0217
2025-03-27,8:00-12:00,26080.1349,26480.8569,-400.7219,6520.0337,6620.2142
2025-03-27,12:00-16:00,24664.9089,25671.3197,-1006.4108,6166.2272,6417.8299
2025-03-27,16:00-20:00,20446.8857,3095.3458,17351.5399,5111.7214,773.8364
2025-03-27,20:00-24:00,15118.9515,0.0000,15118.9515,3779.7379,0.0000
2025-03-28,0:00-4:00,10357.8442,0.0000,10357.8442,2589.4610,0.0000
2025-03-28,4:00-8:00,11443.0785,3683.6160,7759.4625,2860.7696,920.9040
2025-03-28,8:00-12:00,14755.9739,26925.7782,-12169.8043,3688.9935,6731.4446
2025-03-28,12:00-16:00,13889.1125,27090.5348,-13201.4223,3472.2781,6772.6337
2025-03-28,16:00-20:00,11235.1057,3369.9575,7865.1482,2808.7764,842.4894
2025-03-28,20:00-24:00,10210.6526,0.0000,10210.6526,2552.6631,0.0000
2025-03-29,0:00-4:00,10259.6715,0.0000,10259.6715,2564.9179,0.0000
2025-03-29,4:00-8:00,11524.2591,4204.7073,7319.5518,2881.0648,1051.1768
2025-03-29,8:00-12:00,14455.1260,28457.9683,-14002.8423,3613.7815,7114.4921
2025-03-29,12:00-16:00,14048.7179,28565.1064,-14516.3885,3512.1795,7141.2766
2025-03-29,16:00-20:00,11353.0840,3183.2863,8169.7976,2838.2710,795.8216
2025-03-29,20:00-24:00,10477.4190,0.0000,10477.4190,2619.3547,0.0000
2025-03-30,0:00-4:00,14170.0798,0.0000,14170.0798,3542.5200,0.0000
2025-03-30,4:00-8:00,17596.5388,4290.9949,13305.5439,4399.1347,1072.7487
2025-03-30,8:00-12:00,26132.9019,27560.9667,-1428.0648,6533.2255,6890.2417
2025-03-30,12:00-16:00,24630.6710,27099.6251,-2468.9541,6157.6678,6774.9063
2025-03-30,16:00-20:00,20394.4594,3697.4994,16696.9600,5098.6149,924.3749
2025-03-30,20:00-24:00,15070.0548,0.0000,15070.0548,3767.5137,0.0000
2025-03-31,0:00-4:00,14021.2802,0.0000,14021.2802,3505.3200,0.0000
2025-03-31,4:00-8:00,17322.8008,4428.4728,12894.3280,4330.7002,1107.1182
2025-03-31,8:00-12:00,25873.3509,28058.5963,-2185.2454,6468.3377,7014.6491
2025-03-31,12:00-16:00,24585.6660,24401.2637,184.4024,6146.4165,6100.3159
2025-03-31,16:00-20:00,20272.5767,3235.9434,17036.6334,5068.1442,808.9858
2025-03-31,20:00-24:00,14999.9910,0.0000,14999.9910,3749.9977,0.0000
2025-04-01,0:00-4:00,14342.3347,0.0000,14342.3347,3585.5837,0.0000
2025-04-01,4:00-8:00,17476.2860,4440.6807,13035.6053,4369.0715,1110.1702
2025-04-01,8:00-12:00,25823.9516,25436.9989,386.9528,6455.9879,6359.2497
2025-04-01,12:00-16:00,24729.8635,24526.9005,202.9630,6182.4659,6131.7251
2025-04-01,16:00-20:00,20429.2925,3353.7146,17075.5779,5107.3231,838.4286
2025-04-01,20:00-24:00,15165.4179,0.0000,15165.4179,3791.3545,0.0000
2025-04-02,0:00-4:00,14154.3114,0.0000,14154.3114,3538.5779,0.0000
2025-04-02,4:00-8:00,17797.3732,4002.0665,13795.3067,4449.3433,1000.5166
2025-04-02,8:00-12:00,25805.4503,23451.9825,2353.4679,6451.3626,5862.9956
2025-04-02,12:00-16:00,24604.5558,26194.0248,-1589.4690,6151.1389,6548.5062
2025-04-02,16:00-20:00,20440.7946,3903.2201,16537.5745,5110.1987,975.8050
2025-04-02,20:00-24:00,15184.1441,0.0002,15184.1439,3796.0360,0.0000
2025-04-03,0:00-4:00,14215.5341,0.0002,14215.5339,3553.8835,0.0000
2025-04-03,4:00-8:00,17568.8924,4017.1758,13551.7166,4392.2231,1004.2939
2025-04-03,8:00-12:00,25751.0450,27414.0764,-1663.0314,6437.7613,6853.5191
2025-04-03,12:00-16:00,24759.3184,27000.8992,-2241.5808,6189.8296,6750.2248
2025-04-03,16:00-20:00,20541.3959,3588.7742,16952.6218,5135.3490,897.1935
2025-04-03,20:00-24:00,15048.2702,0.0002,15048.2700,3762.0676,0.0000
2025-04-04,0:00-4:00,10272.3032,0.0002,10272.3030,2568.0758,0.0001
2025-04-04,4:00-8:00,11443.6204,4272.8934,7170.7270,2860.9051,1068.2234
2025-04-04,8:00-12:00,14550.6926,27636.3905,-13085.6979,3637.6732,6909.0976
2025-04-04,12:00-16:00,14027.7281,29433.9067,-15406.1786,3506.9320,7358.4767
2025-04-04,16:00-20:00,11265.1014,3961.7585,7303.3429,2816.2754,990.4396
2025-04-04,20:00-24:00,10176.3060,0.0002,10176.3058,2544.0765,0.0001
2025-04-05,0:00-4:00,10373.7602,0.0002,10373.7600,2593.4401,0.0001
2025-04-05,4:00-8:00,11390.1757,4654.0251,6736.1506,2847.5439,1163.5063
2025-04-05,8:00-12:00,14265.2682,26022.8875,-11757.6193,3566.3170,6505.7219
2025-04-05,12:00-16:00,14612.7105,26130.3863,-11517.6758,3653.1776,6532.5966
2025-04-05,16:00-20:00,11434.3196,3751.3283,7682.9913,2858.5799,937.8321
2025-04-05,20:00-24:00,10526.5084,0.0002,10526.5082,2631.6271,0.0001
2025-04-06,0:00-4:00,14034.1373,0.0003,14034.1370,3508.5343,0.0001
2025-04-06,4:00-8:00,17658.7019,4380.1569,13278.5449,4414.6755,1095.0392
2025-04-06,8:00-12:00,25717.1896,27546.7910,-1829.6014,6429.2974,6886.6977
2025-04-06,12:00-16:00,24403.8131,26922.2078,-2518.3947,6100.9533,6730.5520
2025-04-06,16:00-20:00,20298.8454,3946.1980,16352.6473,5074.7114,986.5495
2025-04-06,20:00-24:00,15092.7433,0.0003,15092.7431,3773.1858,0.0001
2025-04-07,0:00-4:00,14084.1925,0.0003,14084.1923,3521.0481,0.0001
2025-04-07,4:00-8:00,17395.8995,4645.8718,12750.0277,4348.9749,1161.4679
2025-04-07,8:00-12:00,25792.5918,29525.9509,-3733.3591,6448.1479,7381.4877
2025-04-07,12:00-16:00,24394.6702,25591.2416,-1196.5714,6098.6676,6397.8104
2025-04-07,16:00-20:00,20189.2721,4009.3579,16179.9142,5047.3180,1002.3395
2025-04-07,20:00-24:00,15158.5159,0.0002,15158.5156,3789.6290,0.0001
2025-04-08,0:00-4:00,14013.2574,0.0002,14013.2572,3503.3144,0.0000
2025-04-08,4:00-8:00,17539.5158,4206.6790,13332.8367,4384.8789,1051.6698
2025-04-08,8:00-12:00,25632.9733,27416.1735,-1783.2002,6408.2433,6854.0434
2025-04-08,12:00-16:00,24582.4985,28061.1742,-3478.6757,6145.6246,7015.2935
2025-04-08,16:00-20:00,20612.7987,3676.0695,16936.7292,5153.1997,919.0174
2025-04-08,20:00-24:00,15332.2465,0.0002,15332.2464,3833.0616,0.0000
2025-04-09,0:00-4:00,14094.3635,0.0000,14094.3635,3523.5909,0.0000
2025-04-09,4:00-8:00,17524.6796,4285.3300,13239.3496,4381.1699,1071.3325
2025-04-09,8:00-12:00,25614.8576,25493.2035,121.6541,6403.7144,6373.3009
2025-04-09,12:00-16:00,24615.9645,24610.9800,4.9844,6153.9911,6152.7450
2025-04-09,16:00-20:00,20501.6420,4153.6980,16347.9440,5125.4105,1038.4245
2025-04-09,20:00-24:00,15326.0154,0.0000,15326.0154,3831.5039,0.0000
2025-04-10,0:00-4:00,14160.6359,0.0000,14160.6359,3540.1590,0.0000
2025-04-10,4:00-8:00,17564.2785,4573.5502,12990.7284,4391.0696,1143.3875
2025-04-10,8:00-12:00,25929.5982,27778.5322,-1848.9340,6482.3995,6944.6331
2025-04-10,12:00-16:00,24502.7700,27217.0910,-2714.3210,6125.6925,6804.2728
2025-04-10,16:00-20:00,20554.7223,3638.8893,16915.8329,5138.6806,909.7223
2025-04-10,20:00-24:00,14956.6958,0.0000,14956.6958,3739.1739,0.0000
2025-04-11,0:00-4:00,10255.5501,0.0000,10255.5501,2563.8875,0.0000
2025-04-11,4:00-8:00,11669.9454,4951.8104,6718.1350,2917.4863,1237.9526
2025-04-11,8:00-12:00,14572.0098,27651.2127,-13079.2029,3643.0024,6912.8032
2025-04-11,12:00-16:00,13851.8716,29924.7399,-16072.8683,3462.9679,7481.1850
2025-04-11,16:00-20:00,11532.7025,4247.5835,7285.1190,2883.1756,1061.8959
2025-04-11,20:00-24:00,10209.9173,0.0000,10209.9173,2552.4793,0.0000
2025-04-12,0:00-4:00,10220.2251,0.0000,10220.2251,2555.0563,0.0000
2025-04-12,4:00-8:00,11127.2483,5259.8841,5867.3641,2781.8121,1314.9710
2025-04-12,8:00-12:00,14450.2600,27292.4698,-12842.2098,3612.5650,6823.1175
2025-04-12,12:00-16:00,14350.8376,26291.6939,-11940.8563,3587.7094,6572.9235
2025-04-12,16:00-20:00,11350.3134,4087.9673,7262.3461,2837.5783,1021.9918
2025-04-12,20:00-24:00,10458.2913,0.0000,10458.2913,2614.5728,0.0000
2025-04-13,0:00-4:00,14001.2120,0.0000,14001.2120,3500.3030,0.0000
2025-04-13,4:00-8:00,17328.7610,4568.2237,12760.5373,4332.1903,1142.0559
2025-04-13,8:00-12:00,25814.3193,26944.2655,-1129.9461,6453.5798,6736.0664
2025-04-13,12:00-16:00,24643.6121,27647.2470,-3003.6349,6160.9030,6911.8118
2025-04-13,16:00-20:00,20370.4633,3846.9675,16523.4958,5092.6158,961.7419
2025-04-13,20:00-24:00,15124.6945,0.0000,15124.6945,3781.1736,0.0000
2025-04-14,0:00-4:00,14232.4667,0.0000,14232.4667,3558.1167,0.0000
2025-04-14,4:00-8:00,17657.0691,4835.8851,12821.1840,4414.2673,1208.9713
2025-04-14,8:00-12:00,25738.8472,27731.8820,-1993.0347,6434.7118,6932.9705
2025-04-14,12:00-16:00,24725.8778,28073.0552,-3347.1773,6181.4695,7018.2638
2025-04-14,16:00-20:00,20465.8651,4732.5187,15733.3464,5116.4663,1183.1297
2025-04-14,20:00-24:00,15081.2467,0.0000,15081.2467,3770.3117,0.0000
2025-04-15,0:00-4:00,13899.2552,0.0000,13899.2552,3474.8138,0.0000
2025-04-15,4:00-8:00,17317.1321,5032.9178,12284.2142,4329.2830,1258.2295
2025-04-15,8:00-12:00,25584.7945,30667.7708,-5082.9762,6396.1986,7666.9427
2025-04-15,12:00-16:00,24634.0988,26770.0011,-2135.9023,6158.5247,6692.5003
2025-04-15,16:00-20:00,20580.2319,4446.7867,16133.4453,5145.0580,1111.6967
2025-04-15,20:00-24:00,15041.3926,0.0000,15041.3926,3760.3481,0.0000
2025-04-16,0:00-4:00,14265.5580,0.0000,14265.5580,3566.3895,0.0000
